d4e2560823027be42e8c7df54d2383f738728a88,DELETE,regular-file,assets/ext/openseadragon/LICENSE.txt,1525,
24d28cf7339687496409cb9c95b8c9aba8b2b6cb,DELETE,regular-file,assets/ext/openseadragon/changelog.txt,28441,
3ca4e1e3c366d44e9dbbde415f6addaef941b129,DELETE,regular-file,assets/ext/openseadragon/images/fullpage_grouphover.png,4907,
d08eb2d0b077754ea9ad8906bf3c376f3fb178d4,DELETE,regular-file,assets/ext/openseadragon/images/fullpage_hover.png,5214,
0ee45b5fc68aea79b511fa35b2a0be387aa35351,DELETE,regular-file,assets/ext/openseadragon/images/fullpage_pressed.png,5213,
3172005c6e1f43e5183c589197112aa135320cc8,DELETE,regular-file,assets/ext/openseadragon/images/fullpage_rest.png,5155,
204e1cc94b5057e04a42f0d4483ba0c96c05e7cc,DELETE,regular-file,assets/ext/openseadragon/images/home_grouphover.png,4808,
ec218a00a0b18b6997b37b5f3c1ddc4ec413ca6f,DELETE,regular-file,assets/ext/openseadragon/images/home_hover.png,5107,
4439508bc6ebb6c3d9aee81ae8df4da592bd1cb6,DELETE,regular-file,assets/ext/openseadragon/images/home_pressed.png,5138,
009d1bbf4c410ca89adb6bdb3e1fa8192db2ff41,DELETE,regular-file,assets/ext/openseadragon/images/home_rest.png,5061,
8d83d8a142854fedbee4bccee591fafb5be7f179,DELETE,regular-file,assets/ext/openseadragon/images/next_grouphover.png,3004,
ba24ca988f1536d596c595fd0beef8b985a17c35,DELETE,regular-file,assets/ext/openseadragon/images/next_hover.png,3433,
95f169d65150b1e5162585bd0695e4617363afbe,DELETE,regular-file,assets/ext/openseadragon/images/next_pressed.png,3503,
5ead544b5d7ef6de16e83f9d28aee515666fcb89,DELETE,regular-file,assets/ext/openseadragon/images/next_rest.png,3061,
016e63957a87778ba2562ec7a91dee22248590d8,DELETE,regular-file,assets/ext/openseadragon/images/previous_grouphover.png,2987,
d4a5c1552c7a8a5e7ddae0d2a94f235e00e44c62,DELETE,regular-file,assets/ext/openseadragon/images/previous_hover.png,3461,
f999fe498500de4f891f898be1fc09c368162864,DELETE,regular-file,assets/ext/openseadragon/images/previous_pressed.png,3499,
9716dac67b7ccd4c68b427eeca7de3548eed0726,DELETE,regular-file,assets/ext/openseadragon/images/previous_rest.png,3064,
9aec7ac9454f6e5d71401d2994f7929823da57a8,DELETE,regular-file,assets/ext/openseadragon/images/rotateleft_grouphover.png,1902,
ba32c5a45591526ae2e2e7b21bc0d337569b8161,DELETE,regular-file,assets/ext/openseadragon/images/rotateleft_hover.png,2289,
b968ebf8ca3bff215d92ac0b41af76e317cff80b,DELETE,regular-file,assets/ext/openseadragon/images/rotateleft_pressed.png,2242,
ebbf081b8aa0a038f4ecdd594087150cba1e8ea8,DELETE,regular-file,assets/ext/openseadragon/images/rotateleft_rest.png,1943,
86e8689c14b1ef1af96adc7aa3ba9531113a31c4,DELETE,regular-file,assets/ext/openseadragon/images/rotateright_grouphover.png,1970,
d22a728fe9b973f28df270e165fe57ee10353d1a,DELETE,regular-file,assets/ext/openseadragon/images/rotateright_hover.png,2338,
fc2ead64e506a0639e5af55332d2afdb74e4fe4e,DELETE,regular-file,assets/ext/openseadragon/images/rotateright_pressed.png,2228,
0721967874ba838a41230b4730b9eaf903227171,DELETE,regular-file,assets/ext/openseadragon/images/rotateright_rest.png,1961,
c985d0f958d78c8233c4fc3c3a48a240392c8ea8,DELETE,regular-file,assets/ext/openseadragon/images/zoomin_grouphover.png,4794,
3cab721f1bd5b0360dd1eac094c36a409b517738,DELETE,regular-file,assets/ext/openseadragon/images/zoomin_hover.png,5126,
9c3a75169cefbc031e7b1f0d0baf7472580552c3,DELETE,regular-file,assets/ext/openseadragon/images/zoomin_pressed.png,5172,
f4219a50aed7503f63e9b553cf6159e2cca36d11,DELETE,regular-file,assets/ext/openseadragon/images/zoomin_rest.png,5041,
46d21b3e507e7363b4e8afd0e77343814ad63748,DELETE,regular-file,assets/ext/openseadragon/images/zoomout_grouphover.png,4596,
7b924c26d8f587e030293036a7230d3faba88918,DELETE,regular-file,assets/ext/openseadragon/images/zoomout_hover.png,4931,
c028db72405a925425228819f7e348df331d9afd,DELETE,regular-file,assets/ext/openseadragon/images/zoomout_pressed.png,5007,
a13e07de798ec32c5bcbec32001427df6bade43b,DELETE,regular-file,assets/ext/openseadragon/images/zoomout_rest.png,4811,
22ae61cbc50e0ee84ae25eec53d7378295adab9b,DELETE,regular-file,assets/ext/openseadragon/openseadragon.js,793980,
3c34149bc6732b6e731a8908b8fc7245f2373f88,DELETE,regular-file,assets/ext/openseadragon/openseadragon.js.map,2053245,
a85c6f9bf27c83cf5dd21d86a418c24f705cce9f,DELETE,regular-file,assets/ext/openseadragon/openseadragon.min.js,206762,
c4b8750a74ecd13b5a8bbfc7556b7d4e9ac18431,DELETE,regular-file,assets/ext/openseadragon/openseadragon.min.js.map,256882,
