5312a4c864d220d496ae0b6fd11834a08396fb89,DELETE,regular-file,assets/ext/jquery-ui/external/jquery/LICENSE.txt,1606,
cdd31b5c7103e4b0191fd1c860559b7b82806f01,DELETE,regular-file,assets/ext/jquery-ui/external/jquery/MIT-LICENSE.txt,1099,
7fc60fca78b6201f814da4b2906cae2b69ee9610,DELETE,regular-file,assets/ext/jquery-ui/external/jquery/jquery.js,293430,
334363deaa754748bcc8a2af20ecb533b22c04c1,DELETE,regular-file,assets/ext/jquery/AUTHORS.txt,11009,
f7d52141b594588ec25eb3898ea9821e91864b54,DELETE,regular-file,assets/ext/jquery/CONTRIBUTING.md,7919,
7090a1af619f0367213ffbfa6b154a94903ff3fd,DELETE,regular-file,assets/ext/jquery/Gruntfile.js,5595,
5312a4c864d220d496ae0b6fd11834a08396fb89,DELETE,regular-file,assets/ext/jquery/LICENSE.txt,1606,
9e5b130c4322a0042b26957c5e25a367f33f6c64,DELETE,regular-file,assets/ext/jquery/README.md,13117,
22cd90c867d036a06108c1456116cc04e1e418aa,DELETE,regular-file,assets/ext/jquery/build/release.js,2288,
0506062032ff067d843d967c8eb2438074ab9b3d,DELETE,regular-file,assets/ext/jquery/build/release/cdn.js,3198,
e0237febecd3bc72335574a0ee3f17b32eeed369,DELETE,regular-file,assets/ext/jquery/build/release/dist.js,3352,
f9c5c70dd1d9fc053448497d403643cb55321355,DELETE,regular-file,assets/ext/jquery/build/release/ensure-sizzle.js,1350,
1579691a08989b11cecf90eb6df283d5dc153544,DELETE,regular-file,assets/ext/jquery/build/tasks/build.js,10885,
fa6920c88949afd3dbeb43d3cea5e1b99a506b97,DELETE,regular-file,assets/ext/jquery/build/tasks/dist.js,1933,
34353a7836e55bc4c49720e6ead8148bc0fecf08,DELETE,regular-file,assets/ext/jquery/build/tasks/lib/spawn_test.js,458,
1b860b1409c480834c109e0a5d04aa3c0d7fa555,DELETE,regular-file,assets/ext/jquery/build/tasks/node_smoke_tests.js,1102,
a0118d1f03cff8e78d8613bd428bc07ff5a85d93,DELETE,regular-file,assets/ext/jquery/build/tasks/promises_aplus_tests.js,614,
